# Runlist.csv file written by KVINDRADB_e475s::WriteRunListFile on Wed Mar 25 16:13:17 2009
Version=10
2 | Buffers=12704 | Events=1191382 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=56614 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=30556 | DEC=6534275 | FC=1191502 | OK=1191501 | FT=1191501 | AVL=1191501 | OCD=1191501 | OA=1191501 | RAZ=1191502 | Plast All=5371023 | Plast G=1438685 | Plast C=28975 | Plast D=5642541 | Trigger multiplicity=0 | Length (min.)=5.040250 | Size (MB)=198.500000 | Dead time (%)=53.972500 | Start Date=9-MAR-2006 05:55:17.00 | End Date=9-MAR-2006 06:00:18.00 | Comments=faisceau 78Kr + 40Ca 5.5 A.MeV | Logbook=runs a priori de trigger 1 mais inexpoitables | 
358 | Buffers=3930 | Events=48576 | Faraday 1=9 | Faraday 2=0 | Gene DIRECT=196127 | Gene LASER=0 | Gene ELECT=48576 | Gene TEST=0 | Gene MARQ=196127 | Gene TM=0 | DEC=51969 | FC=48576 | OK=48576 | FT=48576 | AVL=48576 | OCD=48576 | OA=48576 | RAZ=48577 | Plast All=4 | Plast G=1 | Plast C=2 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=17.471800 | Size (MB)=61.406200 | Dead time (%)=0.000000 | Start Date=22-MAR-2006 17:05:14.00 | End Date=22-MAR-2006 17:22:28.00 | Comments=automate mes 3: Si 8-9 | Logbook= | 
359 | Buffers=920 | Events=33290 | Faraday 1=6 | Faraday 2=0 | Gene DIRECT=134270 | Gene LASER=0 | Gene ELECT=33290 | Gene TEST=0 | Gene MARQ=134270 | Gene TM=0 | DEC=33150 | FC=33290 | OK=33290 | FT=33290 | AVL=33290 | OCD=33290 | OA=33290 | RAZ=33291 | Plast All=1 | Plast G=0 | Plast C=1 | Plast D=1 | Trigger multiplicity=0 | Length (min.)=11.984000 | Size (MB)=14.375000 | Dead time (%)=0.000000 | Start Date=22-MAR-2006 17:23:03.00 | End Date=22-MAR-2006 17:35:03.00 | Comments=automate mes 4: Si75 | Logbook= | 
360 | Buffers=1052 | Events=37989 | Faraday 1=6 | Faraday 2=0 | Gene DIRECT=152842 | Gene LASER=0 | Gene ELECT=37989 | Gene TEST=0 | Gene MARQ=152842 | Gene TM=0 | DEC=38989 | FC=37989 | OK=37989 | FT=37989 | AVL=37989 | OCD=37989 | OA=37989 | RAZ=37990 | Plast All=1 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=13.631100 | Size (MB)=16.437500 | Dead time (%)=0.000000 | Start Date=22-MAR-2006 17:35:08.00 | End Date=22-MAR-2006 17:48:27.00 | Comments=automate mes 5 SiLi | Logbook= | 
361 | Buffers=1676 | Events=32090 | Faraday 1=7 | Faraday 2=0 | Gene DIRECT=131602 | Gene LASER=0 | Gene ELECT=32090 | Gene TEST=0 | Gene MARQ=131602 | Gene TM=0 | DEC=3 | FC=32090 | OK=32090 | FT=32090 | AVL=32090 | OCD=32090 | OA=32090 | RAZ=32091 | Plast All=1 | Plast G=0 | Plast C=2 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=11.770000 | Size (MB)=26.187500 | Dead time (%)=0.000000 | Start Date=22-MAR-2006 17:49:02.00 | End Date=22-MAR-2006 18:00:25.00 | Comments=automate mes 6: CI 2, 4, 6 | Logbook= | 
362 | Buffers=517 | Events=23868 | Faraday 1=3 | Faraday 2=0 | Gene DIRECT=96816 | Gene LASER=0 | Gene ELECT=23868 | Gene TEST=0 | Gene MARQ=96816 | Gene TM=0 | DEC=3 | FC=23868 | OK=23868 | FT=23868 | AVL=23868 | OCD=23868 | OA=23868 | RAZ=23869 | Plast All=1 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=8.673670 | Size (MB)=8.078120 | Dead time (%)=0.000000 | Start Date=22-MAR-2006 18:01:01.00 | End Date=22-MAR-2006 18:09:21.00 | Comments=automate mes 7:CI 8 | Logbook= | 
363 | Buffers=516 | Events=23852 | Faraday 1=2 | Faraday 2=0 | Gene DIRECT=96786 | Gene LASER=0 | Gene ELECT=23852 | Gene TEST=0 | Gene MARQ=96786 | Gene TM=0 | DEC=3 | FC=23852 | OK=23852 | FT=23852 | AVL=23852 | OCD=23852 | OA=23852 | RAZ=23853 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=1 | Trigger multiplicity=0 | Length (min.)=8.674450 | Size (MB)=8.062500 | Dead time (%)=0.000000 | Start Date=22-MAR-2006 18:09:26.00 | End Date=22-MAR-2006 18:18:16.00 | Comments=automate mes 8: CI 8 | Logbook= | 
364 | Buffers=510 | Events=23862 | Faraday 1=3 | Faraday 2=0 | Gene DIRECT=96774 | Gene LASER=0 | Gene ELECT=23862 | Gene TEST=0 | Gene MARQ=96774 | Gene TM=0 | DEC=3 | FC=23862 | OK=23862 | FT=23862 | AVL=23862 | OCD=23862 | OA=23862 | RAZ=23863 | Plast All=1 | Plast G=1 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=8.675950 | Size (MB)=7.968750 | Dead time (%)=0.000000 | Start Date=22-MAR-2006 18:18:22.00 | End Date=22-MAR-2006 18:27:12.00 | Comments=automate mes 9: CI 10 | Logbook= | 
365 | Buffers=516 | Events=23849 | Faraday 1=2 | Faraday 2=0 | Gene DIRECT=96743 | Gene LASER=0 | Gene ELECT=23849 | Gene TEST=0 | Gene MARQ=96743 | Gene TM=0 | DEC=2 | FC=23849 | OK=23849 | FT=23849 | AVL=23849 | OCD=23849 | OA=23849 | RAZ=23850 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=8.676120 | Size (MB)=8.062500 | Dead time (%)=0.000000 | Start Date=22-MAR-2006 18:27:17.00 | End Date=22-MAR-2006 18:36:07.00 | Comments=automate mes 10: CI 10 | Logbook= | 
366 | Buffers=510 | Events=23852 | Faraday 1=2 | Faraday 2=0 | Gene DIRECT=96727 | Gene LASER=0 | Gene ELECT=23852 | Gene TEST=0 | Gene MARQ=96727 | Gene TM=0 | DEC=3 | FC=23852 | OK=23852 | FT=23852 | AVL=23852 | OCD=23852 | OA=23852 | RAZ=23853 | Plast All=1 | Plast G=0 | Plast C=1 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=8.676130 | Size (MB)=7.968750 | Dead time (%)=0.000000 | Start Date=22-MAR-2006 18:36:13.00 | End Date=22-MAR-2006 18:45:03.00 | Comments=automate mes 11: CI 12 | Logbook= | 
367 | Buffers=516 | Events=23849 | Faraday 1=2 | Faraday 2=0 | Gene DIRECT=96735 | Gene LASER=0 | Gene ELECT=23849 | Gene TEST=0 | Gene MARQ=96735 | Gene TM=0 | DEC=2 | FC=23849 | OK=23849 | FT=23849 | AVL=23849 | OCD=23849 | OA=23849 | RAZ=23850 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=8.678150 | Size (MB)=8.062500 | Dead time (%)=0.000000 | Start Date=22-MAR-2006 18:45:08.00 | End Date=22-MAR-2006 18:53:28.00 | Comments=automate mes 12: CI 12 | Logbook= | 
368 | Buffers=12708 | Events=1012936 | Faraday 1=43 | Faraday 2=0 | Gene DIRECT=1683226 | Gene LASER=0 | Gene ELECT=273357 | Gene TEST=0 | Gene MARQ=1093430 | Gene TM=25825 | DEC=15105948 | FC=1012966 | OK=1012966 | FT=1012966 | AVL=1012966 | OCD=1012966 | OA=1012966 | RAZ=1012967 | Plast All=6 | Plast G=2 | Plast C=3 | Plast D=2 | Trigger multiplicity=1 | Length (min.)=149.798004 | Size (MB)=198.561996 | Dead time (%)=4.378630 | Start Date=22-MAR-2006 19:09:01.00 | End Date=22-MAR-2006 21:38:25.00 | Comments=Pollution Cf(?)+cosmique | Logbook= | 
369 | Buffers=12706 | Events=599803 | Faraday 1=66 | Faraday 2=0 | Gene DIRECT=2399425 | Gene LASER=0 | Gene ELECT=599802 | Gene TEST=0 | Gene MARQ=2399425 | Gene TM=0 | DEC=14916115 | FC=599802 | OK=599802 | FT=599802 | AVL=599802 | OCD=599802 | OA=599802 | RAZ=599803 | Plast All=12 | Plast G=2 | Plast C=7 | Plast D=1 | Trigger multiplicity=1 | Length (min.)=213.584000 | Size (MB)=198.531006 | Dead time (%)=0.000000 | Start Date=22-MAR-2006 21:38:29.00 | End Date=23-MAR-2006 01:12:16.00 | Comments=Pollution Cf(?)+cosmique | Logbook= | 
370 | Buffers=12703 | Events=600043 | Faraday 1=58 | Faraday 2=0 | Gene DIRECT=2400389 | Gene LASER=0 | Gene ELECT=600043 | Gene TEST=0 | Gene MARQ=2400389 | Gene TM=0 | DEC=3767315 | FC=600043 | OK=600043 | FT=600043 | AVL=600043 | OCD=600043 | OA=600043 | RAZ=600044 | Plast All=12 | Plast G=3 | Plast C=7 | Plast D=1 | Trigger multiplicity=1 | Length (min.)=213.444000 | Size (MB)=198.483994 | Dead time (%)=0.000000 | Start Date=23-MAR-2006 01:12:20.00 | End Date=23-MAR-2006 04:46:03.00 | Comments=Pollution Cf(?)+cosmique | Logbook= | 
371 | Buffers=12707 | Events=600450 | Faraday 1=46 | Faraday 2=0 | Gene DIRECT=2402017 | Gene LASER=0 | Gene ELECT=600449 | Gene TEST=0 | Gene MARQ=2402017 | Gene TM=0 | DEC=2925029 | FC=600449 | OK=600449 | FT=600449 | AVL=600449 | OCD=600449 | OA=600449 | RAZ=600450 | Plast All=7 | Plast G=2 | Plast C=5 | Plast D=1 | Trigger multiplicity=1 | Length (min.)=213.535995 | Size (MB)=198.546997 | Dead time (%)=0.000000 | Start Date=23-MAR-2006 04:46:06.00 | End Date=23-MAR-2006 08:19:22.00 | Comments=Pollution Cf(?)+cosmique | Logbook= | 
372 | Buffers=1493 | Events=70658 | Faraday 1=8 | Faraday 2=0 | Gene DIRECT=282846 | Gene LASER=0 | Gene ELECT=70657 | Gene TEST=0 | Gene MARQ=282846 | Gene TM=0 | DEC=389669 | FC=70657 | OK=70657 | FT=70657 | AVL=70657 | OCD=70657 | OA=70657 | RAZ=70658 | Plast All=1 | Plast G=0 | Plast C=1 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=25.226101 | Size (MB)=23.328100 | Dead time (%)=0.000000 | Start Date=23-MAR-2006 08:19:25.00 | End Date=23-MAR-2006 08:45:02.00 | Comments=Pollution Cf(?)+cosmique | Logbook= | 
373 | Buffers=12710 | Events=1587420 | Faraday 1=16 | Faraday 2=0 | Gene DIRECT=295047 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=43795 | DEC=1898904 | FC=1589298 | OK=1589298 | FT=1589298 | AVL=1589298 | OCD=1589298 | OA=1589298 | RAZ=1589299 | Plast All=12 | Plast G=1 | Plast C=9 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=26.158300 | Size (MB)=198.593994 | Dead time (%)=14.843400 | Start Date=23-MAR-2006 14:48:02.00 | End Date=23-MAR-2006 15:14:07.00 | Comments=!!!!!panne du circuit de refroidissement | Logbook= | 
374 | Buffers=12711 | Events=1586286 | Faraday 1=14 | Faraday 2=0 | Gene DIRECT=291667 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=43246 | DEC=1911827 | FC=1587518 | OK=1587518 | FT=1587518 | AVL=1587518 | OCD=1587518 | OA=1587518 | RAZ=1587518 | Plast All=16 | Plast G=0 | Plast C=15 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=25.982300 | Size (MB)=198.608994 | Dead time (%)=14.827200 | Start Date=23-MAR-2006 15:14:07.00 | End Date=23-MAR-2006 15:40:06.00 | Comments=!!!!!panne du circuit de refroidissement | Logbook= | 
375 | Buffers=12710 | Events=1588558 | Faraday 1=12 | Faraday 2=0 | Gene DIRECT=291665 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=43450 | DEC=1901556 | FC=1587771 | OK=1587771 | FT=1587771 | AVL=1587771 | OCD=1587771 | OA=1587771 | RAZ=1587771 | Plast All=12 | Plast G=0 | Plast C=11 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=26.037500 | Size (MB)=198.593994 | Dead time (%)=14.897200 | Start Date=23-MAR-2006 15:40:06.00 | End Date=23-MAR-2006 16:06:07.00 | Comments=!!!!!panne du circuit de refroidissement | Logbook= | 
376 | Buffers=12704 | Events=1590461 | Faraday 1=3 | Faraday 2=0 | Gene DIRECT=289962 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=43609 | DEC=1943475 | FC=1589235 | OK=1589235 | FT=1589235 | AVL=1589235 | OCD=1589235 | OA=1589235 | RAZ=1589236 | Plast All=13 | Plast G=1 | Plast C=12 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=25.832001 | Size (MB)=198.500000 | Dead time (%)=15.039600 | Start Date=23-MAR-2006 16:06:07.00 | End Date=23-MAR-2006 16:32:02.00 | Comments=!!!!!panne du circuit de refroidissement | Logbook= | 
377 | Buffers=12708 | Events=1586840 | Faraday 1=8 | Faraday 2=0 | Gene DIRECT=289542 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=43498 | DEC=1927125 | FC=1586319 | OK=1586319 | FT=1586319 | AVL=1586319 | OCD=1586319 | OA=1586319 | RAZ=1586320 | Plast All=9 | Plast G=0 | Plast C=8 | Plast D=1 | Trigger multiplicity=1 | Length (min.)=25.825199 | Size (MB)=198.561996 | Dead time (%)=15.023000 | Start Date=23-MAR-2006 16:32:02.00 | End Date=23-MAR-2006 16:57:27.00 | Comments=!!!!!panne du circuit de refroidissement | Logbook= | 
378 | Buffers=12705 | Events=1592668 | Faraday 1=1 | Faraday 2=0 | Gene DIRECT=289124 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=43741 | DEC=1941675 | FC=1594455 | OK=1594455 | FT=1594455 | AVL=1594455 | OCD=1594455 | OA=1594455 | RAZ=1594456 | Plast All=5 | Plast G=0 | Plast C=4 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=25.633101 | Size (MB)=198.516006 | Dead time (%)=15.128800 | Start Date=23-MAR-2006 16:58:00.00 | End Date=23-MAR-2006 17:23:19.00 | Comments=!!!!!panne du circuit de refroidissement | Logbook= | 
379 | Buffers=12707 | Events=1613797 | Faraday 1=5 | Faraday 2=0 | Gene DIRECT=223621 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=40651 | DEC=2118922 | FC=1613052 | OK=1613052 | FT=1613052 | AVL=1613052 | OCD=1613052 | OA=1613052 | RAZ=1613053 | Plast All=5 | Plast G=0 | Plast C=4 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=19.923401 | Size (MB)=198.546997 | Dead time (%)=18.178499 | Start Date=23-MAR-2006 17:23:20.00 | End Date=23-MAR-2006 17:43:18.00 | Comments=!!!!!panne du circuit de refroidissement | Logbook= | 
380 | Buffers=12712 | Events=1631761 | Faraday 1=5 | Faraday 2=0 | Gene DIRECT=160753 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=37994 | DEC=2287864 | FC=1628430 | OK=1628430 | FT=1628430 | AVL=1628430 | OCD=1628430 | OA=1628430 | RAZ=1628430 | Plast All=4 | Plast G=1 | Plast C=4 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=14.472400 | Size (MB)=198.625000 | Dead time (%)=23.635000 | Start Date=23-MAR-2006 17:43:18.00 | End Date=23-MAR-2006 17:58:02.00 | Comments=!!!!!panne du circuit de refroidissement | Logbook= | 
381 | Buffers=4035 | Events=512263 | Faraday 1=3060 | Faraday 2=0 | Gene DIRECT=10654475 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=10616839 | DEC=717603 | FC=508881 | OK=508881 | FT=508881 | AVL=508881 | OCD=508881 | OA=508881 | RAZ=508881 | Plast All=531 | Plast G=12 | Plast C=512 | Plast D=9 | Trigger multiplicity=1 | Length (min.)=944.544006 | Size (MB)=63.046902 | Dead time (%)=99.646797 | Start Date=23-MAR-2006 17:58:02.00 | End Date=24-MAR-2006 09:42:18.00 | Comments=!!!!!panne du circuit de refroidissement,disjonction HT | Logbook= | 
383 | Buffers=7407 | Events=948845 | Faraday 1=41 | Faraday 2=0 | Gene DIRECT=31264 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=20851 | DEC=12762144 | FC=948863 | OK=948863 | FT=948863 | AVL=948863 | OCD=948863 | OA=948863 | RAZ=948863 | Plast All=0 | Plast G=0 | Plast C=1 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=2.907970 | Size (MB)=115.734001 | Dead time (%)=66.693298 | Start Date=24-MAR-2006 14:00:13.00 | End Date=24-MAR-2006 14:03:10.00 | Comments=Tentative calibration alpha. Trop de disjonction. | Logbook= | 
385 | Buffers=12704 | Events=1642436 | Faraday 1=1856 | Faraday 2=0 | Gene DIRECT=1060153 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=53576 | DEC=2322619 | FC=1642435 | OK=1642435 | FT=1642435 | AVL=1642435 | OCD=1642435 | OA=1642435 | RAZ=1642436 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=94.385399 | Size (MB)=198.500000 | Dead time (%)=5.053610 | Start Date=26-MAR-2006 19:53:24.00 | End Date=26-MAR-2006 21:28:05.00 | Comments=calibration source alpha | Logbook= | 
386 | Buffers=12705 | Events=1644286 | Faraday 1=1605 | Faraday 2=0 | Gene DIRECT=1017483 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=52546 | DEC=2395471 | FC=1644390 | OK=1644390 | FT=1644390 | AVL=1644390 | OCD=1644390 | OA=1644390 | RAZ=1644391 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=90.599503 | Size (MB)=198.516006 | Dead time (%)=5.164310 | Start Date=26-MAR-2006 21:28:09.00 | End Date=26-MAR-2006 22:58:26.00 | Comments=calibration source alpha | Logbook= | 
387 | Buffers=12735 | Events=1646645 | Faraday 1=786 | Faraday 2=0 | Gene DIRECT=571224 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=44259 | DEC=3330373 | FC=1647558 | OK=1647558 | FT=1647558 | AVL=1647558 | OCD=1647558 | OA=1647558 | RAZ=1647559 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=1255.319946 | Size (MB)=198.983994 | Dead time (%)=7.748100 | Start Date=26-MAR-2006 22:58:29.00 | End Date=27-MAR-2006 19:54:09.00 | Comments=calibration source alpha | Logbook= | 
388 | Buffers=12707 | Events=1607671 | Faraday 1=229 | Faraday 2=0 | Gene DIRECT=773649 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=45309 | DEC=1994879 | FC=1609431 | OK=1609431 | FT=1609431 | AVL=1609431 | OCD=1609431 | OA=1609431 | RAZ=1609432 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=68.758102 | Size (MB)=198.546997 | Dead time (%)=5.856530 | Start Date=28-MAR-2006 11:29:06.00 | End Date=28-MAR-2006 12:37:28.00 | Comments=calibration source alpha et plantage acquisition | Logbook= | 
389 | Buffers=12706 | Events=1630072 | Faraday 1=221 | Faraday 2=0 | Gene DIRECT=888706 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=47010 | DEC=2144617 | FC=1628694 | OK=1628694 | FT=1628694 | AVL=1628694 | OCD=1628694 | OA=1628694 | RAZ=1628695 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=79.174896 | Size (MB)=198.531006 | Dead time (%)=5.289710 | Start Date=28-MAR-2006 12:37:28.00 | End Date=28-MAR-2006 13:57:03.00 | Comments=calibration source alpha redemarage | Logbook= | 
390 | Buffers=12710 | Events=1629477 | Faraday 1=193 | Faraday 2=0 | Gene DIRECT=958587 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=48695 | DEC=2009944 | FC=1630231 | OK=1630231 | FT=1630231 | AVL=1630231 | OCD=1630231 | OA=1630231 | RAZ=1630232 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=85.487801 | Size (MB)=198.593994 | Dead time (%)=5.079870 | Start Date=28-MAR-2006 13:57:03.00 | End Date=28-MAR-2006 15:22:18.00 | Comments=calibration source alpha | Logbook= | 
391 | Buffers=12710 | Events=1630573 | Faraday 1=179 | Faraday 2=0 | Gene DIRECT=999648 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=49295 | DEC=1785183 | FC=1629859 | OK=1629859 | FT=1629859 | AVL=1629859 | OCD=1629859 | OA=1629859 | RAZ=1629860 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=89.089203 | Size (MB)=198.593994 | Dead time (%)=4.931240 | Start Date=28-MAR-2006 15:22:18.00 | End Date=28-MAR-2006 16:51:20.00 | Comments=calibration source alpha | Logbook= | 
392 | Buffers=12704 | Events=1628949 | Faraday 1=186 | Faraday 2=0 | Gene DIRECT=1055603 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=49213 | DEC=1876155 | FC=1628871 | OK=1628871 | FT=1628871 | AVL=1628871 | OCD=1628871 | OA=1628871 | RAZ=1628872 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=93.873802 | Size (MB)=198.500000 | Dead time (%)=4.662070 | Start Date=28-MAR-2006 16:51:24.00 | End Date=28-MAR-2006 18:25:20.00 | Comments=calibration source alpha | Logbook= | 
393 | Buffers=12706 | Events=1638079 | Faraday 1=163 | Faraday 2=0 | Gene DIRECT=1088845 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=49783 | DEC=1808188 | FC=1638197 | OK=1638197 | FT=1638197 | AVL=1638197 | OCD=1638197 | OA=1638197 | RAZ=1638198 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=96.805603 | Size (MB)=198.531006 | Dead time (%)=4.572090 | Start Date=28-MAR-2006 18:25:23.00 | End Date=28-MAR-2006 20:02:17.00 | Comments=calibration source alpha | Logbook= | 
394 | Buffers=12704 | Events=1624705 | Faraday 1=147 | Faraday 2=0 | Gene DIRECT=985759 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=49467 | DEC=1752650 | FC=1624703 | OK=1624703 | FT=1624703 | AVL=1624703 | OCD=1624703 | OA=1624703 | RAZ=1624704 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=87.754601 | Size (MB)=198.500000 | Dead time (%)=5.018160 | Start Date=28-MAR-2006 20:02:17.00 | End Date=28-MAR-2006 21:30:10.00 | Comments=calibration source alpha | Logbook= | 
395 | Buffers=12708 | Events=1631496 | Faraday 1=138 | Faraday 2=0 | Gene DIRECT=937319 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=48359 | DEC=1925896 | FC=1631603 | OK=1631603 | FT=1631603 | AVL=1631603 | OCD=1631603 | OA=1631603 | RAZ=1631604 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=83.340698 | Size (MB)=198.561996 | Dead time (%)=5.159290 | Start Date=28-MAR-2006 21:30:13.00 | End Date=28-MAR-2006 22:53:23.00 | Comments=calibration source alpha | Logbook= | 
396 | Buffers=12706 | Events=1632172 | Faraday 1=139 | Faraday 2=0 | Gene DIRECT=943392 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=48224 | DEC=2025305 | FC=1632192 | OK=1632192 | FT=1632192 | AVL=1632192 | OCD=1632192 | OA=1632192 | RAZ=1632193 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=83.755798 | Size (MB)=198.531006 | Dead time (%)=5.111770 | Start Date=28-MAR-2006 22:53:26.00 | End Date=29-MAR-2006 00:17:18.00 | Comments=calibration source alpha | Logbook= | 
397 | Buffers=12704 | Events=1635458 | Faraday 1=189 | Faraday 2=0 | Gene DIRECT=994729 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=49299 | DEC=1781127 | FC=1635446 | OK=1635446 | FT=1635446 | AVL=1635446 | OCD=1635446 | OA=1635446 | RAZ=1635447 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=88.412598 | Size (MB)=198.500000 | Dead time (%)=4.956020 | Start Date=29-MAR-2006 00:17:19.00 | End Date=29-MAR-2006 01:46:01.00 | Comments=calibration source alpha | Logbook= | 
398 | Buffers=12707 | Events=1636171 | Faraday 1=273 | Faraday 2=0 | Gene DIRECT=1002895 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=49626 | DEC=1762521 | FC=1636735 | OK=1636735 | FT=1636735 | AVL=1636735 | OCD=1636735 | OA=1636735 | RAZ=1636736 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=89.054398 | Size (MB)=198.546997 | Dead time (%)=4.948270 | Start Date=29-MAR-2006 01:46:04.00 | End Date=29-MAR-2006 03:15:06.00 | Comments=calibration source alpha | Logbook= | 
399 | Buffers=12707 | Events=1644688 | Faraday 1=299 | Faraday 2=0 | Gene DIRECT=1052934 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=49455 | DEC=1766601 | FC=1644690 | OK=1644690 | FT=1644690 | AVL=1644690 | OCD=1644690 | OA=1644690 | RAZ=1644690 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=93.609398 | Size (MB)=198.546997 | Dead time (%)=4.696880 | Start Date=29-MAR-2006 03:15:06.00 | End Date=29-MAR-2006 04:48:24.00 | Comments=calibration source alpha | Logbook= | 
400 | Buffers=12704 | Events=1637240 | Faraday 1=284 | Faraday 2=0 | Gene DIRECT=1021553 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=49130 | DEC=1792511 | FC=1636930 | OK=1636930 | FT=1636930 | AVL=1636930 | OCD=1636930 | OA=1636930 | RAZ=1636931 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=0 | Length (min.)=90.804604 | Size (MB)=198.500000 | Dead time (%)=4.809340 | Start Date=29-MAR-2006 04:48:24.00 | End Date=29-MAR-2006 06:19:18.00 | Comments=calibration source alpha | Logbook= | 
